V	DZ1	C1	Fn1	DZ2	C2	Fn2
-0.05776	-3.5	1.1996E-13	4.97285E-12	-3	5.79755E-14	2.42429E-13
-0.05759	-3.5	1.20252E-13	4.98534E-12	-3	5.81237E-14	2.31433E-13
-0.05742	-3.5	1.22993E-13	4.96128E-12	-3	5.82687E-14	2.20413E-13
-0.05726	-3.5	1.23232E-13	4.97388E-12	-3	5.84257E-14	2.09502E-13
-0.05709	-3.5	1.26056E-13	4.94973E-12	-3	5.85801E-14	1.98568E-13
-0.05692	-3.5	1.26242E-13	4.96244E-12	-3	5.87463E-14	1.87745E-13
-0.05676	-3.5	1.29149E-13	4.9382E-12	-3	5.89102E-14	1.769E-13
-0.05659	-3.5	1.29279E-13	4.95128E-12	-3	5.9086E-14	1.66169E-13
-0.05642	-3.5	1.32268E-13	4.92696E-12	-3	5.92599E-14	1.55416E-13
-0.05626	-3.5	1.32343E-13	4.94042E-12	-3	5.94457E-14	1.44781E-13
-0.05609	-3.5	1.35412E-13	4.91567E-12	-3	5.963E-14	1.34126E-13
-0.05592	-3.5	1.35431E-13	4.92951E-12	-3	5.98261E-14	1.2359E-13
-0.05576	-3.5	1.38577E-13	4.90435E-12	-3	6.00214E-14	1.13035E-13
-0.05559	-3.5	1.38539E-13	4.91857E-12	-3	6.02284E-14	1.02603E-13
-0.05542	-3.5	1.41761E-13	4.89299E-12	-3	6.0435E-14	9.21514E-14
-0.05526	-3.5	1.41665E-13	4.90779E-12	-3	6.06533E-14	8.18243E-14
-0.05509	-3.5	1.4496E-13	4.88179E-12	-3	6.08717E-14	7.14782E-14
-0.05492	-3.5	1.44805E-13	4.89694E-12	-3	6.11019E-14	6.12587E-14
-0.05476	-3.5	1.4817E-13	4.87052E-12	-3	6.13327E-14	5.102E-14
-0.05459	-3.5	1.47954E-13	4.88603E-12	-3	6.15752E-14	4.09111E-14
-0.05442	-3.5	1.51385E-13	4.85887E-12	-3	6.1819E-14	3.07827E-14
-0.05426	-3.5	1.51109E-13	4.87473E-12	-3	6.20745E-14	2.07875E-14
-0.05409	-3.5	1.54602E-13	4.84689E-12	-3	6.23317E-14	1.07726E-14
-0.05392	-3.5	1.54263E-13	4.86309E-12	-3	6.26007E-14	8.94156E-16
-0.05376	-3.5	1.57815E-13	4.83456E-12	-3	6.2872E-14	-9.00399E-15
-0.05359	-3.5	1.57413E-13	4.85132E-12	-3	6.31551E-14	-1.87623E-14
-0.05342	-3.5	1.61018E-13	4.8221E-12	-3	6.3441E-14	-2.85411E-14
-0.05326	-3.5	1.60552E-13	4.83954E-12	-3	6.37388E-14	-3.81769E-14
-0.05309	-3.5	1.64205E-13	4.80962E-12	-3	6.40399E-14	-4.78338E-14
-0.05292	-3.5	1.63675E-13	4.82774E-12	-3	6.4353E-14	-5.73456E-14
-0.05276	-3.5	1.67371E-13	4.79748E-12	-3	6.46698E-14	-6.68794E-14
-0.05259	-3.5	1.66775E-13	4.81627E-12	-3	6.49988E-14	-7.62659E-14
-0.05242	-3.5	1.70509E-13	4.7857E-12	-3	6.53319E-14	-8.56752E-14
-0.05226	-3.5	1.69847E-13	4.80518E-12	-3	6.56773E-14	-9.49352E-14
-0.05209	-3.5	1.73613E-13	4.7743E-12	-3	6.60274E-14	-1.04218E-13
-0.05192	-3.5	1.72884E-13	4.79447E-12	-3	6.63897E-14	-1.13349E-13
-0.05176	-3.5	1.76676E-13	4.76329E-12	-3	6.67572E-14	-1.22504E-13
-0.05159	-3.5	1.7588E-13	4.78423E-12	-3	6.71371E-14	-1.31505E-13
-0.05142	-3.5	1.79692E-13	4.75274E-12	-3	6.75225E-14	-1.40529E-13
-0.05126	-3.5	1.78828E-13	4.77445E-12	-3	6.79205E-14	-1.49399E-13
-0.05109	-3.5	1.82654E-13	4.74272E-12	-3	6.83244E-14	-1.58291E-13
-0.05092	-3.5	1.81722E-13	4.76519E-12	-3	6.87409E-14	-1.67026E-13
-0.05076	-3.5	1.85556E-13	4.73336E-12	-3	6.91636E-14	-1.75784E-13
-0.05059	-3.5	1.84556E-13	4.75661E-12	-3	6.95992E-14	-1.84381E-13
-0.05042	-3.5	1.88392E-13	4.72467E-12	-3	7.00413E-14	-1.93002E-13
-0.05026	-3.5	1.87323E-13	4.74839E-12	-3	7.04963E-14	-2.01457E-13
-0.05009	-3.5	1.91154E-13	4.71635E-12	-3	7.09583E-14	-2.09936E-13
-0.04992	-3.5	1.90018E-13	4.74045E-12	-3	7.14331E-14	-2.18248E-13
-0.04976	-3.5	1.93838E-13	4.70831E-12	-3	7.19152E-14	-2.26582E-13
-0.04959	-3.5	1.92634E-13	4.7328E-12	-3	7.24103E-14	-2.34746E-13
-0.04942	-3.5	1.96437E-13	4.70068E-12	-3	7.29128E-14	-2.42932E-13
-0.04926	-3.5	1.95166E-13	4.72556E-12	-3	7.34285E-14	-2.50945E-13
-0.04909	-3.5	1.98946E-13	4.69336E-12	-3	7.39518E-14	-2.58981E-13
-0.04892	-3.5	1.97609E-13	4.71863E-12	-3	7.44883E-14	-2.6684E-13
-0.04876	-3.5	2.0136E-13	4.68636E-12	-3	7.50326E-14	-2.74719E-13
-0.04859	-3.5	1.99958E-13	4.71201E-12	-3	7.55902E-14	-2.82419E-13
-0.04842	-3.5	2.03673E-13	4.67967E-12	-3	7.61558E-14	-2.90136E-13
-0.04826	-3.5	2.02207E-13	4.70565E-12	-3	7.67346E-14	-2.97672E-13
-0.04809	-3.5	2.05882E-13	4.67324E-12	-3	7.73216E-14	-3.05221E-13
-0.04792	-3.5	2.04354E-13	4.69955E-12	-3	7.79219E-14	-3.12587E-13
-0.04776	-3.5	2.07982E-13	4.66757E-12	-3	7.85303E-14	-3.19964E-13
-0.04759	-3.5	2.06394E-13	4.69422E-12	-3	7.91521E-14	-3.27155E-13
-0.04742	-3.5	2.09969E-13	4.66264E-12	-3	7.97821E-14	-3.34356E-13
-0.04726	-3.5	2.08323E-13	4.68961E-12	-3	8.04255E-14	-3.41369E-13
-0.04709	-3.5	2.11842E-13	4.65843E-12	-3	8.1077E-14	-3.48391E-13
-0.04692	-3.5	2.1014E-13	4.68602E-12	-3	8.1742E-14	-3.55222E-13
-0.04676	-3.5	2.13597E-13	4.65523E-12	-3	8.24151E-14	-3.6206E-13
-0.04659	-3.5	2.11842E-13	4.68361E-12	-3	8.31016E-14	-3.68705E-13
-0.04642	-3.5	2.15231E-13	4.65322E-12	-3	8.37962E-14	-3.75354E-13
-0.04626	-3.5	2.13427E-13	4.68238E-12	-3	8.45041E-14	-3.81809E-13
-0.04609	-3.5	2.16745E-13	4.65215E-12	-3	8.522E-14	-3.88265E-13
-0.04592	-3.5	2.14895E-13	4.68209E-12	-3	8.59493E-14	-3.94526E-13
-0.04576	-3.5	2.18137E-13	4.65226E-12	-3	8.66863E-14	-4.00786E-13
-0.04559	-3.5	2.16243E-13	4.683E-12	-3	8.74367E-14	-4.06849E-13
-0.04542	-3.5	2.19406E-13	4.65357E-12	-3	8.81947E-14	-4.12908E-13
-0.04526	-3.5	2.17473E-13	4.68514E-12	-3	8.8966E-14	-4.18768E-13
-0.04509	-3.5	2.20553E-13	4.65612E-12	-3	8.97447E-14	-4.24622E-13
-0.04492	-3.5	2.18585E-13	4.68836E-12	-3	9.05367E-14	-4.30275E-13
-0.04476	-3.5	2.21579E-13	4.65974E-12	-3	9.13358E-14	-4.35921E-13
-0.04459	-3.5	2.19579E-13	4.69266E-12	-3	9.21481E-14	-4.41362E-13
-0.04442	-3.5	2.22485E-13	4.66443E-12	-3	9.29673E-14	-4.46794E-13
-0.04426	-3.5	2.20459E-13	4.69803E-12	-3	9.37997E-14	-4.52019E-13
-0.04409	-3.5	2.23272E-13	4.67018E-12	-3	9.46385E-14	-4.57232E-13
-0.04392	-3.5	2.21224E-13	4.70444E-12	-3	9.54906E-14	-4.62236E-13
-0.04376	-3.5	2.23944E-13	4.67697E-12	-3	9.63488E-14	-4.67225E-13
-0.04359	-3.5	2.21879E-13	4.71165E-12	-3	9.72201E-14	-4.72003E-13
-0.04342	-3.5	2.24504E-13	4.68456E-12	-3	9.80972E-14	-4.76763E-13
-0.04326	-3.5	2.22426E-13	4.71967E-12	-3	9.89873E-14	-4.81309E-13
-0.04309	-3.5	2.24954E-13	4.69296E-12	-3	9.9883E-14	-4.85836E-13
-0.04292	-3.5	2.22869E-13	4.72851E-12	-3	1.00792E-13	-4.90146E-13
-0.04276	-3.5	2.25298E-13	4.702E-12	-3	1.01705E-13	-4.94433E-13
-0.04259	-3.5	2.23212E-13	4.738E-12	-3	1.02632E-13	-4.98501E-13
-0.04242	-3.5	2.25542E-13	4.71158E-12	-3	1.03563E-13	-5.02542E-13
-0.04226	-3.5	2.23459E-13	4.74797E-12	-3	1.04507E-13	-5.06361E-13
-0.04209	-3.5	2.25689E-13	4.72163E-12	-3	1.05455E-13	-5.10151E-13
-0.04192	-3.5	2.23615E-13	4.75801E-12	-3	1.06416E-13	-5.13716E-13
-0.04176	-3.5	2.25745E-13	4.73175E-12	-3	1.07377E-13	-5.1717E-13
-0.04159	-3.5	2.23685E-13	4.7682E-12	-3	1.08354E-13	-5.20476E-13
-0.04142	-3.5	2.25714E-13	4.74195E-12	-3	1.09335E-13	-5.23748E-13
-0.04126	-3.5	2.23674E-13	4.77847E-12	-3	1.10329E-13	-5.26791E-13
-0.04109	-3.5	2.25603E-13	4.75223E-12	-3	1.11325E-13	-5.29797E-13
-0.04092	-3.5	2.23588E-13	4.78881E-12	-3	1.12334E-13	-5.32572E-13
-0.04076	-3.5	2.25417E-13	4.76262E-12	-3	1.13346E-13	-5.35308E-13
-0.04059	-3.5	2.23433E-13	4.79924E-12	-3	1.1437E-13	-5.3781E-13
-0.04042	-3.5	2.25162E-13	4.77309E-12	-3	1.15396E-13	-5.40273E-13
-0.04026	-3.5	2.23214E-13	4.81015E-12	-3	1.16435E-13	-5.42499E-13
-0.04009	-3.5	2.24845E-13	4.78405E-12	-3	1.17475E-13	-5.44684E-13
-0.03992	-3.5	2.22937E-13	4.82153E-12	-3	1.18528E-13	-5.4663E-13
-0.03976	-3.5	2.2447E-13	4.79575E-12	-3	1.19582E-13	-5.48534E-13
-0.03959	-3.5	2.22608E-13	4.83367E-12	-3	1.20648E-13	-5.50195E-13
-0.03942	-3.5	2.24045E-13	4.80842E-12	-3	1.21715E-13	-5.51814E-13
-0.03926	-3.5	2.22234E-13	4.84678E-12	-3	1.22794E-13	-5.53189E-13
-0.03909	-3.5	2.23576E-13	4.82206E-12	-3	1.23874E-13	-5.54521E-13
-0.03892	-3.5	2.21819E-13	4.86106E-12	-3	1.24966E-13	-5.55606E-13
-0.03876	-3.5	2.23068E-13	4.83687E-12	-3	1.26059E-13	-5.56648E-13
-0.03859	-3.5	2.21371E-13	4.87663E-12	-3	1.27163E-13	-5.57442E-13
-0.03842	-3.5	2.22528E-13	4.85297E-12	-3	1.28267E-13	-5.58193E-13
-0.03826	-3.5	2.20894E-13	4.8935E-12	-3	1.29384E-13	-5.58693E-13
-0.03809	-3.5	2.2196E-13	4.87031E-12	-3	1.305E-13	-5.5915E-13
-0.03792	-3.5	2.20393E-13	4.91159E-12	-3	1.31627E-13	-5.59352E-13
-0.03776	-3.5	2.21371E-13	4.88873E-12	-3	1.32754E-13	-5.59512E-13
-0.03759	-3.5	2.19875E-13	4.93078E-12	-3	1.33893E-13	-5.59414E-13
-0.03742	-3.5	2.20766E-13	4.90825E-12	-3	1.35032E-13	-5.59275E-13
-0.03726	-3.5	2.19344E-13	4.95077E-12	-3	1.36181E-13	-5.58875E-13
-0.03709	-3.5	2.2015E-13	4.92857E-12	-3	1.3733E-13	-5.58434E-13
-0.03692	-3.5	2.18804E-13	4.97181E-12	-3	1.3849E-13	-5.57729E-13
-0.03676	-3.5	2.19527E-13	4.94995E-12	-3	1.39649E-13	-5.56986E-13
-0.03659	-3.5	2.1826E-13	4.99392E-12	-3	1.4082E-13	-5.55975E-13
-0.03642	-3.5	2.18901E-13	4.9724E-12	-3	1.41989E-13	-5.54926E-13
-0.03626	-3.5	2.17715E-13	5.0171E-12	-3	1.4317E-13	-5.53607E-13
-0.03609	-3.5	2.18277E-13	4.99589E-12	-3	1.44349E-13	-5.52251E-13
-0.03592	-3.5	2.17173E-13	5.04132E-12	-3	1.45539E-13	-5.50622E-13
-0.03576	-3.5	2.17657E-13	5.02042E-12	-3	1.46728E-13	-5.48956E-13
-0.03559	-3.5	2.16637E-13	5.06669E-12	-3	1.47927E-13	-5.47014E-13
-0.03542	-3.5	2.17045E-13	5.0461E-12	-3	1.49125E-13	-5.45036E-13
-0.03526	-3.5	2.16109E-13	5.09338E-12	-3	1.50335E-13	-5.42777E-13
-0.03509	-3.5	2.16443E-13	5.0731E-12	-3	1.51542E-13	-5.40483E-13
-0.03492	-3.5	2.15592E-13	5.1214E-12	-3	1.5276E-13	-5.37906E-13
-0.03476	-3.5	2.15853E-13	5.10151E-12	-3	1.53977E-13	-5.35293E-13
-0.03459	-3.5	2.15086E-13	5.15082E-12	-3	1.55204E-13	-5.32394E-13
-0.03442	-3.5	2.15276E-13	5.13136E-12	-3	1.5643E-13	-5.2946E-13
-0.03426	-3.5	2.14593E-13	5.18169E-12	-3	1.57666E-13	-5.26236E-13
-0.03409	-3.5	2.14714E-13	5.16267E-12	-3	1.589E-13	-5.22976E-13
-0.03392	-3.5	2.14113E-13	5.21427E-12	-3	1.60145E-13	-5.19424E-13
-0.03376	-3.5	2.14167E-13	5.19569E-12	-3	1.61388E-13	-5.15833E-13
-0.03359	-3.5	2.13647E-13	5.24892E-12	-3	1.62642E-13	-5.11947E-13
-0.03342	-3.5	2.13634E-13	5.23078E-12	-3	1.63893E-13	-5.08019E-13
-0.03326	-3.5	2.13194E-13	5.28565E-12	-3	1.65155E-13	-5.03793E-13
-0.03309	-3.5	2.13116E-13	5.26783E-12	-3	1.66415E-13	-4.99523E-13
-0.03292	-3.5	2.12752E-13	5.32434E-12	-3	1.67685E-13	-4.94955E-13
-0.03276	-3.5	2.1261E-13	5.30681E-12	-3	1.68953E-13	-4.9034E-13
-0.03259	-3.5	2.12321E-13	5.36497E-12	-3	1.70232E-13	-4.85427E-13
-0.03242	-3.5	2.12117E-13	5.34774E-12	-3	1.71508E-13	-4.80466E-13
-0.03226	-3.5	2.11899E-13	5.40788E-12	-3	1.72795E-13	-4.75206E-13
-0.03209	-3.5	2.11634E-13	5.39095E-12	-3	1.74079E-13	-4.69898E-13
-0.03192	-3.5	2.11483E-13	5.45318E-12	-3	1.75373E-13	-4.64289E-13
-0.03176	-3.5	2.11158E-13	5.43654E-12	-3	1.76665E-13	-4.58631E-13
-0.03159	-3.5	2.11071E-13	5.50086E-12	-3	1.77967E-13	-4.52668E-13
-0.03142	-3.5	2.10687E-13	5.48467E-12	-3	1.79267E-13	-4.46657E-13
-0.03126	-3.5	2.1066E-13	5.55107E-12	-3	1.80576E-13	-4.40337E-13
-0.03109	-3.5	2.10218E-13	5.53558E-12	-3	1.81883E-13	-4.3397E-13
-0.03092	-3.5	2.10246E-13	5.60407E-12	-3	1.832E-13	-4.2729E-13
-0.03076	-3.5	2.09747E-13	5.58928E-12	-3	1.84514E-13	-4.20565E-13
-0.03059	-3.5	2.09825E-13	5.65976E-12	-3	1.85838E-13	-4.13525E-13
-0.03042	-3.5	2.09271E-13	5.64567E-12	-3	1.87159E-13	-4.06444E-13
-0.03026	-3.5	2.09394E-13	5.71874E-12	-3	1.88489E-13	-3.99042E-13
-0.03009	-3.5	2.08786E-13	5.70535E-12	-3	1.89817E-13	-3.91603E-13
-0.02992	-3.5	2.08949E-13	5.78101E-12	-3	1.91153E-13	-3.83839E-13
-0.02976	-3.5	2.08287E-13	5.76845E-12	-3	1.92488E-13	-3.76041E-13
-0.02959	-3.5	2.08485E-13	5.84671E-12	-3	1.9383E-13	-3.67913E-13
-0.02942	-3.5	2.07771E-13	5.83485E-12	-3	1.9517E-13	-3.59754E-13
-0.02926	-3.5	2.07998E-13	5.9157E-12	-3	1.96518E-13	-3.51261E-13
-0.02909	-3.5	2.07233E-13	5.90455E-12	-3	1.97864E-13	-3.42741E-13
-0.02892	-3.5	2.07483E-13	5.98767E-12	-3	1.99216E-13	-3.33881E-13
-0.02876	-3.5	2.06668E-13	5.97723E-12	-3	2.00567E-13	-3.24998E-13
-0.02859	-3.5	2.06936E-13	6.06243E-12	-3	2.01924E-13	-3.1577E-13
-0.02842	-3.5	2.06072E-13	6.05271E-12	-3	2.0328E-13	-3.06522E-13
-0.02826	-3.5	2.06351E-13	6.14001E-12	-3	2.04641E-13	-2.96927E-13
-0.02809	-3.5	2.05441E-13	6.13146E-12	-3	2.06E-13	-2.87314E-13
-0.02792	-3.5	2.05726E-13	6.22085E-12	-3	2.07365E-13	-2.77349E-13
-0.02776	-3.5	2.04771E-13	6.2131E-12	-3	2.08728E-13	-2.6737E-13
-0.02759	-3.5	2.05054E-13	6.30458E-12	-3	2.10095E-13	-2.57036E-13
-0.02742	-3.5	2.04055E-13	6.29762E-12	-3	2.1146E-13	-2.4669E-13
-0.02726	-3.5	2.04333E-13	6.39127E-12	-3	2.12829E-13	-2.35985E-13
-0.02709	-3.5	2.03292E-13	6.38511E-12	-3	2.14196E-13	-2.25271E-13
-0.02692	-3.5	2.03557E-13	6.48124E-12	-3	2.15567E-13	-2.14193E-13
-0.02676	-3.5	2.02476E-13	6.47586E-12	-3	2.16935E-13	-2.03108E-13
-0.02659	-3.5	2.02723E-13	6.57447E-12	-3	2.18306E-13	-1.91656E-13
-0.02642	-3.5	2.01604E-13	6.56989E-12	-3	2.19675E-13	-1.80198E-13
-0.02626	-3.5	2.01827E-13	6.67097E-12	-3	2.21045E-13	-1.68369E-13
-0.02609	-3.5	2.00672E-13	6.66728E-12	-3	2.22413E-13	-1.56535E-13
-0.02592	-3.5	2.00866E-13	6.77083E-12	-3	2.23782E-13	-1.44326E-13
-0.02576	-3.5	1.99678E-13	6.76802E-12	-3	2.25148E-13	-1.32114E-13
-0.02559	-3.5	1.99837E-13	6.87378E-12	-3	2.26515E-13	-1.19521E-13
-0.02542	-3.5	1.98618E-13	6.87185E-12	-3	2.27879E-13	-1.06925E-13
-0.02526	-3.5	1.98737E-13	6.97973E-12	-3	2.29242E-13	-9.39445E-14
-0.02509	-3.5	1.9749E-13	6.97864E-12	-3	2.30602E-13	-8.09618E-14
-0.02492	-3.5	1.97564E-13	7.08862E-12	-3	2.31961E-13	-6.75895E-14
-0.02476	-3.5	1.96292E-13	7.08833E-12	-3	2.33317E-13	-5.42157E-14
-0.02459	-3.5	1.96317E-13	7.20042E-12	-3	2.3467E-13	-4.04478E-14
-0.02442	-3.5	1.95021E-13	7.20094E-12	-3	2.3602E-13	-2.66775E-14
-0.02426	-3.5	1.94993E-13	7.31517E-12	-3	2.37367E-13	-1.25085E-14
-0.02409	-3.5	1.93678E-13	7.31649E-12	-3	2.38709E-13	1.66411E-15
-0.02392	-3.5	1.93591E-13	7.43315E-12	-3	2.40048E-13	1.62401E-14
-0.02376	-3.5	1.92261E-13	7.43528E-12	-3	2.41383E-13	3.08207E-14
-0.02359	-3.5	1.92112E-13	7.55437E-12	-3	2.42713E-13	4.58088E-14
-0.02342	-3.5	1.90769E-13	7.5573E-12	-3	2.44038E-13	6.08027E-14
-0.02326	-3.5	1.90555E-13	7.67883E-12	-3	2.45357E-13	7.6207E-14
-0.02309	-3.5	1.89202E-13	7.68226E-12	-3	2.46671E-13	9.16184E-14
-0.02292	-3.5	1.88921E-13	7.80622E-12	-3	2.4798E-13	1.07443E-13
-0.02276	-3.5	1.87562E-13	7.81015E-12	-3	2.49282E-13	1.23275E-13
-0.02259	-3.5	1.8721E-13	7.93689E-12	-3	2.50577E-13	1.39524E-13
-0.02242	-3.5	1.85849E-13	7.94132E-12	-3	2.51866E-13	1.55781E-13
-0.02226	-3.5	1.85424E-13	8.07097E-12	-3	2.53147E-13	1.72457E-13
-0.02209	-3.5	1.84065E-13	8.07591E-12	-3	2.54422E-13	1.89141E-13
-0.02192	-3.5	1.83565E-13	8.20847E-12	-3	2.55687E-13	2.06248E-13
-0.02176	-3.5	1.82211E-13	8.21389E-12	-3	2.56946E-13	2.23364E-13
-0.02159	-3.5	1.81634E-13	8.34936E-12	-3	2.58195E-13	2.40906E-13
-0.02142	-3.5	1.8029E-13	8.35551E-12	-3	2.59436E-13	2.58457E-13
-0.02126	-3.5	1.79634E-13	8.49388E-12	-3	2.60667E-13	2.76438E-13
-0.02109	-3.5	1.78304E-13	8.50077E-12	-3	2.6189E-13	2.94426E-13
-0.02092	-3.5	1.77569E-13	8.64237E-12	-3	2.63102E-13	3.12846E-13
-0.02076	-3.5	1.76256E-13	8.64999E-12	-3	2.64305E-13	3.31273E-13
-0.02059	-3.5	1.75443E-13	8.79506E-12	-3	2.65496E-13	3.50135E-13
-0.02042	-3.5	1.74151E-13	8.80342E-12	-3	2.66678E-13	3.69002E-13
-0.02026	-3.5	1.73257E-13	8.95197E-12	-3	2.67848E-13	3.88307E-13
-0.02009	-3.5	1.71991E-13	8.96125E-12	-3	2.69007E-13	4.07615E-13
-0.01992	-3.5	1.71018E-13	9.11329E-12	-3	2.70154E-13	4.27364E-13
-0.01976	-3.5	1.69781E-13	9.12339E-12	-3	2.7129E-13	4.47115E-13
-0.01959	-3.5	1.68729E-13	9.2789E-12	-3	2.72412E-13	4.67309E-13
-0.01942	-3.5	1.67525E-13	9.28982E-12	-3	2.73524E-13	4.87504E-13
-0.01926	-3.5	1.66396E-13	9.44848E-12	-3	2.74621E-13	5.08145E-13
-0.01909	-3.5	1.65228E-13	9.46021E-12	-3	2.75706E-13	5.28786E-13
-0.01892	-3.5	1.64022E-13	9.62204E-12	-3	2.76777E-13	5.49876E-13
-0.01876	-3.5	1.62894E-13	9.63459E-12	-3	2.77836E-13	5.70964E-13
-0.01859	-3.5	1.61613E-13	9.79959E-12	-3	2.7888E-13	5.92505E-13
-0.01842	-3.5	1.60529E-13	9.81302E-12	-3	2.7991E-13	6.14044E-13
-0.01826	-3.5	1.59175E-13	9.98119E-12	-3	2.80926E-13	6.36036E-13
-0.01809	-3.5	1.58137E-13	9.99543E-12	-3	2.81928E-13	6.58027E-13
-0.01792	-3.5	1.56713E-13	1.01668E-11	-3	2.82914E-13	6.80474E-13
-0.01776	-3.5	1.55725E-13	1.01818E-11	-3	2.83886E-13	7.02919E-13
-0.01759	-3.5	1.54233E-13	1.03563E-11	-3	2.84842E-13	7.25823E-13
-0.01742	-3.5	1.53297E-13	1.03721E-11	-3	2.85783E-13	7.48724E-13
-0.01726	-3.5	1.51739E-13	1.05501E-11	-3	2.86708E-13	7.72087E-13
-0.01709	-3.5	1.50858E-13	1.05668E-11	-3	2.87619E-13	7.95446E-13
-0.01692	-3.5	1.49238E-13	1.07484E-11	-3	2.88512E-13	8.19271E-13
-0.01676	-3.5	1.49765E-13	1.09007E-11	-3	2.8939E-13	8.43092E-13
-0.01659	-3.5	1.46736E-13	1.09508E-11	-3	2.90252E-13	8.67385E-13
-0.01642	-3.5	1.45971E-13	1.09686E-11	-3	2.91097E-13	8.91672E-13
-0.01626	-3.5	1.44237E-13	1.11573E-11	-3	2.91926E-13	9.16439E-13
-0.01609	-3.5	1.43533E-13	1.11757E-11	-3	2.92739E-13	9.41197E-13
-0.01592	-3.5	1.41748E-13	1.13679E-11	-3	2.93534E-13	9.6644E-13
-0.01576	-3.5	1.41106E-13	1.13869E-11	-3	2.94313E-13	9.91675E-13
-0.01559	-3.5	1.39273E-13	1.15825E-11	-3	2.95076E-13	1.0174E-12
-0.01542	-3.5	1.38695E-13	1.16021E-11	-3	2.9582E-13	1.04312E-12
-0.01526	-3.5	1.36819E-13	1.1801E-11	-3	2.96549E-13	1.06933E-12
-0.01509	-3.5	1.36304E-13	1.18214E-11	-3	2.9726E-13	1.09553E-12
-0.01492	-3.5	1.34389E-13	1.20236E-11	-3	2.97954E-13	1.12224E-12
-0.01476	-3.5	1.33938E-13	1.20448E-11	-3	2.9863E-13	1.14893E-12
-0.01459	-3.5	1.31989E-13	1.22504E-11	-3	2.99291E-13	1.17613E-12
-0.01442	-3.5	1.31602E-13	1.22725E-11	-3	2.99933E-13	1.20332E-12
-0.01426	-3.5	1.29623E-13	1.24808E-11	-3	3.00559E-13	1.23103E-12
-0.01409	-3.5	1.293E-13	1.25037E-11	-3	3.01167E-13	1.25873E-12
-0.01392	-3.5	1.27297E-13	1.27151E-11	-3	3.01759E-13	1.28694E-12
-0.01376	-3.5	1.27036E-13	1.27389E-11	-3	3.02332E-13	1.31514E-12
-0.01359	-3.5	1.25013E-13	1.29532E-11	-3	3.0289E-13	1.34387E-12
-0.01342	-3.5	1.24814E-13	1.29781E-11	-3	3.03429E-13	1.37258E-12
-0.01326	-3.5	1.22776E-13	1.31955E-11	-3	3.03954E-13	1.40182E-12
-0.01309	-3.5	1.22637E-13	1.32213E-11	-3	3.04459E-13	1.43104E-12
-0.01292	-3.5	1.2059E-13	1.34417E-11	-3	3.0495E-13	1.4608E-12
-0.01276	-3.5	1.20509E-13	1.34684E-11	-3	3.05422E-13	1.49054E-12
-0.01259	-3.5	1.18459E-13	1.3692E-11	-3	3.0588E-13	1.52081E-12
-0.01242	-3.5	1.18434E-13	1.37198E-11	-3	3.06318E-13	1.55106E-12
-0.01226	-3.5	1.16384E-13	1.39469E-11	-3	3.06744E-13	1.58185E-12
-0.01209	-3.5	1.16413E-13	1.39756E-11	-3	3.07149E-13	1.61262E-12
-0.01192	-3.5	1.1437E-13	1.42062E-11	-3	3.07543E-13	1.64393E-12
-0.01176	-3.5	1.14449E-13	1.42361E-11	-3	3.07916E-13	1.67522E-12
-0.01159	-3.5	1.12419E-13	1.44702E-11	-3	3.08278E-13	1.70705E-12
-0.01142	-3.5	1.12546E-13	1.45017E-11	-3	3.0862E-13	1.73886E-12
-0.01126	-3.5	1.10533E-13	1.47393E-11	-3	3.08951E-13	1.77121E-12
-0.01109	-3.5	1.10704E-13	1.47723E-11	-3	3.09262E-13	1.80354E-12
-0.01092	-3.5	1.08715E-13	1.50134E-11	-3	3.09562E-13	1.83641E-12
-0.01076	-3.5	1.08927E-13	1.50478E-11	-3	3.09843E-13	1.86925E-12
-0.01059	-3.5	1.06967E-13	1.52926E-11	-3	3.10114E-13	1.90264E-12
-0.01042	-3.5	1.07215E-13	1.53285E-11	-3	3.10365E-13	1.936E-12
-0.01026	-3.5	1.05291E-13	1.5577E-11	-3	3.10608E-13	1.96991E-12
-0.01009	-3.5	1.05572E-13	1.56142E-11	-3	3.1083E-13	2.00379E-12
-0.00992	-3.5	1.03689E-13	1.58664E-11	-3	3.11045E-13	2.03821E-12
-0.00976	-3.5	1.03998E-13	1.59047E-11	-3	3.1124E-13	2.0726E-12
-0.00959	-3.5	1.02162E-13	1.61606E-11	-3	3.11427E-13	2.10754E-12
-0.00942	-3.5	1.02494E-13	1.62001E-11	-3	3.11595E-13	2.14244E-12
-0.00926	-3.5	1.00712E-13	1.64597E-11	-3	3.11756E-13	2.17789E-12
-0.00909	-3.5	1.01064E-13	1.65004E-11	-3	3.11898E-13	2.21331E-12
-0.00892	-3.5	9.93401E-14	1.67637E-11	-3	3.12033E-13	2.24927E-12
-0.00876	-3.5	9.97072E-14	1.68056E-11	-3	3.1215E-13	2.2852E-12
-0.00859	-3.5	9.80486E-14	1.70726E-11	-3	3.12261E-13	2.32168E-12
-0.00842	-3.5	9.84262E-14	1.7116E-11	-3	3.12353E-13	2.35812E-12
-0.00826	-3.5	9.68388E-14	1.73866E-11	-3	3.12445E-13	2.39502E-12
-0.00809	-3.5	9.72223E-14	1.74315E-11	-3	3.12514E-13	2.43197E-12
-0.00792	-3.5	9.57124E-14	1.77058E-11	-3	3.12579E-13	2.46947E-12
